,Unnamed: 0,id_0,name_0,id_1,name_1,song,successful_1,successful_0
0,0,61ZRdppZ5sCtl9m5gfhoGO,Riky Rick,7pJtnZQLPJmqzVfdIz7eFF,Francois van Coke,"{'popularity': 12, 'song_name': 'Not Like Them', 'release_date': '2019-10-18', 'artists': ['Francois van Coke', 'Riky Rick']}",0,0
1,1,36q2CY4RdBv9GgeapsKmmE,Billy Da Kid,6DgP9otnZw5z6daOntINxp,Joel Corry,"{'popularity': 27, 'song_name': 'You Get What You Give (Music in You) - Joel Corry Remix', 'release_date': '2019-10-11', 'artists': ['Billy Da Kid', 'Natalie Gray', 'Joel Corry']}",0,0
2,2,13y7CgLHjMVRMDqxdx0Xdo,Gucci Mane,77AiFEVeAVj2ORpC85QVJs,Steve Aoki,"{'popularity': 38, 'song_name': 'Lit (feat. Gucci Mane & T-Pain)', 'release_date': '2017-07-21', 'artists': ['Steve Aoki', 'Yellow Claw', 'Gucci Mane', 'T-Pain']}",0,0
3,3,3dnNuI5EU8TEdiAT73kj27,JessB,6cK3NBO6uP7hh0oyuVELFl,Saweetie,"{'popularity': 29, 'song_name': 'Best Friend (feat. Doja Cat, JessB & OKENYO) [Remix]', 'release_date': '2021-04-23', 'artists': ['Saweetie', 'JessB', 'OKENYO', 'Doja Cat']}",0,0
4,4,67nwj3Y5sZQLl72VNUHEYE,Wale,7u6LfVyYpEzMpHLL7jTyvU,Dwele,"{'popularity': 37, 'song_name': 'The White Shoes', 'release_date': '2015-03-31', 'artists': ['Wale', 'Dwele']}",0,0
5,5,6InMzDzV2TyJIsqSaHAPeA,808N,7hQmAXAzWI6D350VTgkKTG,Arash,"{'popularity': 57, 'song_name': 'BoroBoro - Radio Edit', 'release_date': '2005-02-01', 'artists': ['Arash']}",0,0
6,6,0LbAebKs7ZKbgtOnIizXLk,Boss Axis,61ipISvUVa5LkJlKZnm3Oo,Alle Farben,"{'popularity': 22, 'song_name': 'Challenger - Alle Farben Remix', 'release_date': '2013-07-26', 'artists': ['Boss Axis', 'Alle Farben']}",0,0
7,7,5XJDexmWFLWOkjOEjOVX3e,Eladio Carrion,7qYeIN2r4H1kBvr0Gm9Iav,Randy,"{'popularity': 46, 'song_name': 'Ave Maria', 'release_date': '2018-04-21', 'artists': ['Eladio Carrion', 'KHEA', 'Big Soto', 'Randy']}",0,0
8,8,0701LAQrkY5Il5vt06uNnC,Trouble,6z7xFFHxYkE9t8bwIF0Bvg,Boosie Badazz,"{'popularity': 28, 'song_name': 'Trouble', 'release_date': '2014-10-30', 'artists': ['Boosie Badazz']}",0,0
9,9,0NIIxcxNHmOoyBx03SfTCD,Tinashe,3EK3opK9Hp93HJjBPupzfg,KDA,"{'popularity': 41, 'song_name': 'Just Say (feat. Tinashe)', 'release_date': '2016-11-04', 'artists': ['KDA', 'Tinashe']}",0,0
10,10,0lEUtJddtvvDlxtEmF9j0m,Masterkraft,6IhG3Yxm3UW98jhyBvrIut,Tekno,"{'popularity': 34, 'song_name': '10 Sure Oddz.', 'release_date': '2022-12-16', 'artists': ['Masterkraft', 'Tekno']}",1,0
11,11,0c173mlxpT3dSFRgMO8XPh,Big Sean,7iZtZyCzp3LItcw1wtPI3D,Rae Sremmurd,"{'popularity': 54, 'song_name': 'Aries (YuGo) Part 2 (with Rae Sremmurd & Big Sean feat. Quavo & Pharrell)', 'release_date': '2018-03-29', 'artists': ['Mike WiLL Made-It', 'Rae Sremmurd', 'Big Sean', 'Quavo', 'Pharrell Williams']}",0,0
12,12,4Ws2otunReOa6BbwxxpCt6,Benny Benassi,7krPtXI7UBs2yKW0ZyCzb1,Sandy Chambers,"{'popularity': 68, 'song_name': 'Satisfaction - Isak Original Extended', 'release_date': '2003-05-23', 'artists': ['Benny Benassi', 'The Biz']}",0,0
13,13,5gOJTI4TusSENizxhcG7jB,David Bisbal,7K9rdoOJSiKXoVXPlSkGKT,Paty Cantú,"{'popularity': 32, 'song_name': 'Fuego De Noche, Nieve De Día - Actuación En La Voz', 'release_date': '2014-01-01', 'artists': ['Paty Cantú', 'David Bisbal']}",0,0
14,14,2gzWmhOZhDN6gXL49JW9qj,Nasty C,4ke9HXbejpYVMhbOjSa4le,Lil Gotit,"{'popularity': 41, 'song_name': 'Bookoo Bucks', 'release_date': '2020-08-28', 'artists': ['Nasty C', 'Lil Gotit', 'Lil Keed']}",1,0
15,15,5mM9eNte0aWttOiMhPb2dM,My Little Pony,7bp2lSdh12wcA8LyB1srfJ,Sofia Carson,"{'popularity': 53, 'song_name': ""Glowin' Up - from the Netflix film My Little Pony: A New Generation"", 'release_date': '2021-09-03', 'artists': ['Sofia Carson', 'My Little Pony']}",1,0
16,16,0ONHkAv9pCAFxb0zJwDNTy,Pusha T,5PdkRVDASsw6P7QoqRpz0F,Salvatore Ganacci,"{'popularity': 55, 'song_name': 'Fight Dirty', 'release_date': '2022-11-25', 'artists': ['Salvatore Ganacci']}",0,0
17,17,4frXpPxQQZwbCu3eTGnZEw,Thundercat,57vWImR43h4CaDao012Ofp,Steve Lacy,"{'popularity': 60, 'song_name': 'Black Qualls', 'release_date': '2020-04-03', 'artists': ['Thundercat', 'Steve Lacy', 'Steve Arrington', 'Childish Gambino']}",0,0
18,18,5ndkK3dpZLKtBklKjxNQwT,B.o.B,7oOA4KPaWqLmFuOP8MmVrw,Wes Fif,"{'popularity': 28, 'song_name': 'Haterz Everywhere (feat. Wes Fif)', 'release_date': '2008-02-26', 'artists': ['B.o.B', 'Wes Fif']}",0,0
19,19,1d6bpJp3mEcOPPuYJ79p59,Small World,3ipn9JLAPI5GUEo4y4jcoi,Ludacris,"{'popularity': 33, 'song_name': 'Who Not Me', 'release_date': '2004-01-01', 'artists': ['Ludacris', 'Small World', 'Dolla Boy']}",0,0
20,20,45eNHdiiabvmbp4erw26rg,ILLENIUM,59Yq0xrABEihHANsfo9QMT,Blanke,"{'popularity': 47, 'song_name': 'Gorgeous (& Blanke with Bipolar Sunshine)', 'release_date': '2019-08-16', 'artists': ['ILLENIUM', 'Blanke', 'Bipolar Sunshine']}",0,0
21,21,1WGex9YdmT4TZjmmMirZA8,Dirty Audio,69GGBxA162lTqCwzJG5jLp,The Chainsmokers,"{'popularity': 26, 'song_name': 'Family - Dirty Audio Remix', 'release_date': '2019-12-05', 'artists': ['The Chainsmokers', 'Kygo', 'Dirty Audio']}",0,0
22,22,3XcCT5MPlQPWFTJyzXbfuX,Maejor,6l3HvQ5sa6mXTsMTB19rO5,J. Cole,"{'popularity': 40, 'song_name': 'Trouble (feat. J. Cole)', 'release_date': '2011-08-12', 'artists': ['Maejor', 'J. Cole']}",0,0
23,23,0MlOPi3zIDMVrfA9R04Fe3,American Authors,5iNrZmtVMtYev5M9yoWpEq,Seeb,"{'popularity': 34, 'song_name': 'Best I Can (With Seeb)', 'release_date': '2020-02-28', 'artists': ['American Authors', 'Seeb']}",0,0
24,24,36q2CY4RdBv9GgeapsKmmE,Billy Da Kid,6SsTlCsuCYleNza6xGwynu,Agnes,"{'popularity': 10, 'song_name': 'Fingers Crossed - Billy Da Kid Remix', 'release_date': '2020-10-30', 'artists': ['Agnes', 'Billy Da Kid']}",0,0
25,25,23xCxwjg6Bqwm7rh6n9Kjd,Olympis,6JBEkSOYAigzMcnjyZQAuk,Riggi,"{'popularity': 11, 'song_name': '24/7 - Olympis Remix', 'release_date': '2020-09-11', 'artists': ['Riggi & Piros', 'KATI K', 'Olympis']}",0,0
26,26,5bWUlnPx9OYKsLiUJrhCA1,Jon Z,77GVmrLGuxNEvj2ibvT62v,Luigi 21 Plus,"{'popularity': 36, 'song_name': 'Embuste', 'release_date': '2020-02-21', 'artists': ['Jon Z', 'Ñejo', 'Luigi 21 Plus']}",0,0
27,27,5Z2NUZiY3FA00HKu5WTMhA,Mary Lambert,7dc6hUwyuIhrZdh80eaCEE,Fedde Le Grand,"{'popularity': 2, 'song_name': 'Secrets - Fedde Le Grand Remix', 'release_date': '2014-09-16', 'artists': ['Mary Lambert', 'Fedde Le Grand', 'Robin M Christopher']}",0,0
28,28,2lolQgalUvZDfp5vvVtTYV,Tony Bennett,4NEYQeEYBUjfaXgDQGvFvu,Franco De Vita,"{'popularity': 18, 'song_name': 'The Good Life (with Franco de Vita)', 'release_date': '2012-10-22', 'artists': ['Tony Bennett', 'Franco De Vita']}",0,0
29,29,3TVXtAsR1Inumwj472S9r4,Drake,5wPoxI5si3eJsYYwyXV4Wi,N.E.R.D,"{'popularity': 60, 'song_name': 'Lemon (feat. Drake) - Drake Remix', 'release_date': '2018-03-18', 'artists': ['N.E.R.D', 'Rihanna', 'Drake']}",1,0
30,30,3zgnrYIltMkgeejmvMCnes,IZA,7c0XG5cIJTrrAgEC3ULPiq,Ty Dolla $ign,"{'popularity': 35, 'song_name': 'Family (feat. IZA, Ty Dolla $ign & A Boogie Wit da Hoodie)', 'release_date': '2021-10-28', 'artists': ['David Guetta', 'IZA', 'Ty Dolla $ign', 'A Boogie Wit da Hoodie']}",0,0
31,31,2XnY6NZ6rENbLMYabjkRey,Toby Romeo,5pXe6yFchq1oyYK3rq2A8i,KIDDO,"{'popularity': 12, 'song_name': 'My 100 - Toby Romeo Remix', 'release_date': '2021-05-07', 'artists': ['KIDDO', 'Toby Romeo']}",1,0
32,32,2QQUtKcJQ0bkubS0Titmi4,Jorza,521qvhdobR0GzhvU6TFw76,Tritonal,"{'popularity': 43, 'song_name': 'Long Way Home', 'release_date': '2020-01-17', 'artists': ['Tritonal', 'HALIENE', 'SCHALA', 'Jorza']}",0,0
33,33,22LVOy4tq0LKYFfZgm7g71,DJ Tao,5ypEYwWaSgtjBPCPcredFM,Nfasis,"{'popularity': 51, 'song_name': 'Lento - Mix', 'release_date': '2018-06-29', 'artists': ['Nfasis', 'DJ Tao']}",1,0
34,34,2mRDgWrF5x7MOS1X1C1UDF,Semi Tee,3oE7l3sbdIxXhj2VhoNmAt,Tshepo,"{'popularity': 3, 'song_name': 'Ndaba Zakho', 'release_date': '2020-06-19', 'artists': ['Semi Tee', 'Tshepo']}",0,0
35,35,1ShZZUjkbXCjhwrb18BA8I,Bryce Vine,7kHe4uFK1KQFqMRP7td4mS,Bad Royale,"{'popularity': 20, 'song_name': 'Drew Barrymore - Bad Royale Remix', 'release_date': '2018-08-17', 'artists': ['Bryce Vine', 'Bad Royale']}",0,0
36,36,4V8LLVI7PbaPR0K2TGSxFF,"Tyler, The Creator",6CxZzQFUTM6AzgluGwtq5w,Charlie Wilson,"{'popularity': 69, 'song_name': 'FUCKING YOUNG / PERFECT (feat. Charlie Wilson, Chaz Bundick, Sydney Bennett & Kali Uchis)', 'release_date': '2015-04-13', 'artists': ['Tyler, The Creator', 'Charlie Wilson', 'Chaz Bundick', 'Syd', 'Kali Uchis']}",0,0
37,37,1Cs0zKBU1kc0i8ypK3B9ai,David Guetta,2oZ9We4LkpN7I062fHkci3,Delayers,"{'popularity': 15, 'song_name': 'Play Hard (feat. Ne-Yo & Akon) - Maurizio Gubellini & Delayers in Da House Remix', 'release_date': '2013-03-22', 'artists': ['David Guetta', 'Delayers', 'Federico Bombini', 'John Carattoni', 'Luca Zucchi', 'Maurizio Gubellini']}",0,0
38,38,4OBJLual30L7gRl5UkeRcT,T.I.,7qgE3L5gTc9aFryX9HjUav,Young Jeezy & Yo Gotti,"{'popularity': 26, 'song_name': 'Run The Check Up (feat. Jeezy, Ludacris & Yo Gotti)', 'release_date': '2016-09-01', 'artists': ['Talk2Me', 'DJ Infamous Talk2Me', 'Jeezy', 'Yo Gotti', 'Ludacris']}",0,0
39,39,20sxb77xiYeusSH8cVdatc,Meek Mill,4D80cS3n5u9KMhSmqVcvwI,Tyga & Mystikal,"{'popularity': 82, 'song_name': 'Going Bad (feat. Drake)', 'release_date': '2018-11-30', 'artists': ['Meek Mill', 'Drake']}",0,0
40,40,15iVAtD3s3FsQR4w1v6M0P,Chief Keef,3efeynqkyfgm3P2mAldaYO,Matti Baybee,"{'popularity': 21, 'song_name': 'Michelin', 'release_date': '2015-01-16', 'artists': ['Chief Keef', 'Matti Baybee']}",0,0
41,41,4XtfY4CBieEfqF3CSiPrRx,SVEA,5rRcnWrevHgbuWjl7Lhft7,Merk & Kremont,"{'popularity': 32, 'song_name': 'Numb (feat. Ernia)', 'release_date': '2020-02-21', 'artists': ['Merk & Kremont', 'SVEA', 'Ernia']}",1,0
42,42,1OHw2r7Diz2rc9JktaFV6N,Erika Sirola,6TQj5BFPooTa08A7pk8AQ1,Kaskade,"{'popularity': 14, 'song_name': 'Deck the Halls (feat. Erika Sirola)', 'release_date': '2017-11-24', 'artists': ['Kaskade', 'Erika Sirola']}",1,0
43,43,3sgFRtyBnxXD5ESfmbK4dl,LMFAO,5L1ueznqwXIHAimfnhfftF,Russ Chimes,"{'popularity': 13, 'song_name': 'Party Rock Anthem - Russ Chimes Remix', 'release_date': '2011-01-01', 'artists': ['LMFAO', 'Lauren Bennett', 'GoonRock', 'Russ Chimes']}",0,0
44,44,2ATkDceAaeLUkxPnJPHGkz,Eric Kupper,4wLXwxDeWQ8mtUIRPxGiD6,Marc Anthony,"{'popularity': 35, 'song_name': ""I'm Coming Out / Upside Down - Eric Kupper Remix"", 'release_date': '2020-05-29', 'artists': ['Diana Ross', 'Eric Kupper']}",0,0
45,45,3ycxRkcZ67ALN3GQJ57Vig,Masego,5XenQ7XfcvQdfIbpLEFaKQ,GoldLink,"{'popularity': 57, 'song_name': 'Late Night (feat. Masego)', 'release_date': '2015-11-06', 'artists': ['GoldLink', 'Masego']}",1,0
46,46,5awQWdBpLqN2KFVRN8w56T,Highasakite,6kkdxR4fLeX1bz8Ujruh3a,Koelle,"{'popularity': 5, 'song_name': 'Free To Go - Koelle Remix', 'release_date': '2019-04-24', 'artists': ['Seeb', 'Highasakite', 'Koelle']}",0,0
47,47,7o96HO2zrujyATtVsqGhh3,Goth Babe,7wg1qvie3KqDNQbAkTdbX0,Louis The Child,"{'popularity': 52, 'song_name': 'Encinitas', 'release_date': '2021-06-18', 'artists': ['Goth Babe', 'Louis The Child']}",0,0
48,48,0tPKcpC8yXpfdWXFcN7Vwr,Nines,7mDU6nMUJnOSY2Hkjz5oqM,Roy Woods,"{'popularity': 55, 'song_name': 'Money Ain’t A Thing (feat. Roy Woods)', 'release_date': '2020-08-28', 'artists': ['Nines', 'Roy Woods']}",0,0
49,49,0OMJR0LjjKv21qNvICTgbi,Devin The Dude,7hJcb9fa4alzcOq3EaNPoG,Snoop Dogg,"{'popularity': 42, 'song_name': 'Noid (feat. Devin the Dude & Snoop Dogg)', 'release_date': '2018-01-16', 'artists': ['Berner', 'Devin The Dude', 'Snoop Dogg']}",0,0
50,50,2oQX8QiMXOyuqbcZEFsZfm,El Alfa,5bWUlnPx9OYKsLiUJrhCA1,Jon Z,"{'popularity': 56, 'song_name': 'Acapella (feat. Bryant Myers, El Alfa, Jon Z, Myke Towers & Almighty)', 'release_date': '2019-05-14', 'artists': ['Bryant Myers', 'Myke Towers', 'Jon Z', 'El Alfa', 'Almighty']}",0,0
51,51,0mMqD2uqwvCjFvlzo6ayGi,DJ Maphorisa,3ycxRkcZ67ALN3GQJ57Vig,Masego,"{'popularity': 47, 'song_name': 'Mystery Lady - Scorpion Kings Remix', 'release_date': '2021-09-22', 'artists': ['Masego', 'Kabza De Small', 'DJ Maphorisa', 'Don Toliver']}",0,0
52,52,78GHS9zWXcj8tBke222g5N,Pretty Pink,7f5Zgnp2spUuuzKplmRkt7,Lost Frequencies,"{'popularity': 44, 'song_name': 'Sweet Dreams - Pretty Pink Remix', 'release_date': '2020-02-28', 'artists': ['Lost Frequencies', 'Pretty Pink']}",1,0
53,53,2Z4QqhmV5Xw5vX2ZI70HOR,Joel Fletcher,7mx6iGwPF157vXwYcl1DQ3,Restricted,"{'popularity': 53, 'song_name': 'The Den', 'release_date': '2020-08-28', 'artists': ['Joel Fletcher', 'Restricted', 'Masked Wolf']}",0,0
54,54,1zNqQNIdeOUZHb8zbZRFMX,Swae Lee,50co4Is1HCEo8bhOyUWKpn,Young Thug,"{'popularity': 43, 'song_name': 'Offshore (feat. Young Thug) - From Swaecation', 'release_date': '2018-05-04', 'artists': ['Rae Sremmurd', 'Swae Lee', 'Slim Jxmmi', 'Young Thug']}",1,0
55,55,68kEuyFKyqrdQQLLsmiatm,Vince Staples,6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish,"{'popularity': 60, 'song_name': '&burn (with Vince Staples)', 'release_date': '2017-12-15', 'artists': ['Billie Eilish', 'Vince Staples']}",0,0
56,56,1Cv0KzvQ0KP210KdmQQQUF,Sied Van Riel,2o5jDhtHVPhrJdv3cEQ99Z,Tiësto,"{'popularity': 23, 'song_name': 'Rush', 'release_date': '2009-01-01', 'artists': ['Sied Van Riel']}",0,0
57,57,1w9VjfHGE5qPLJQy3dKups,Gord Bamford,7K78lVZ8XzkjfRSI7570FF,José Feliciano,"{'popularity': 10, 'song_name': 'Feliz Navidad - 50th Anniversary/FN50', 'release_date': '2021-10-22', 'artists': ['José Feliciano', 'CNCO', 'Isabela Merced', 'Shaggy', 'Jon Secada', 'Jason Mraz', 'Lin-Manuel Miranda', 'Rachael Ray', 'Gloria Gaynor', 'Big & Rich', 'Michael Bolton', 'Los Temerarios', 'Emmanuel', 'Isabella Castillo', 'JENCARLOS', 'Pitingo', 'Patricia Manterola', 'Jesus Molina', 'India', 'Julio Iglesias Jr', 'Tony Carreira', 'Bertin Osborne', 'Pablo Montero', 'El Dasa', 'Nikki Vianna', 'Adam Irigoyen', 'Gord Bamford', 'Leo Dan', 'Frankie J', 'Sam Moore', 'Styx']}",1,0
58,58,31HjiqargV4NAw4GZqUale,Ace Hood,4OBJLual30L7gRl5UkeRcT,T.I.,"{'popularity': 53, 'song_name': '3 Bless', 'release_date': '2018-05-11', 'artists': ['Ace Hood']}",0,0
59,59,3M6DDMNuxoccVfUSPgbupI,Sonny Bass,7f5Zgnp2spUuuzKplmRkt7,Lost Frequencies,"{'popularity': 13, 'song_name': 'Crazy - Sonny Bass Remix', 'release_date': '2018-02-16', 'artists': ['Lost Frequencies', 'Zonderling', 'Sonny Bass']}",1,0
60,60,0UWZUmn7sybxMCqrw9tGa7,Juanes,3REinOiaOAraofOGk1Cewm,BRAVVO,"{'popularity': 9, 'song_name': 'Querer Mejor - BRAVVO Remix', 'release_date': '2019-07-26', 'artists': ['Juanes', 'Alessia Cara', 'BRAVVO']}",0,0
61,61,3TaUSUXn41GixL7zbvrIDt,A-Trak,6icQOAFXDZKsumw3YXyusw,Lil Yachty,"{'popularity': 36, 'song_name': 'Believe', 'release_date': '2017-07-14', 'artists': ['A-Trak', 'Quavo', 'Lil Yachty']}",0,0
62,62,21E3waRsmPlU7jZsS13rcj,Ne-Yo,64M6ah0SkkRsnPGtGiRAbb,Bebe Rexha,"{'popularity': 48, 'song_name': 'Push Back (Ne-Yo, Bebe Rexha, Stefflon Don)', 'release_date': '2018-03-30', 'artists': ['Ne-Yo', 'Bebe Rexha', 'Stefflon Don']}",0,0
63,63,5nki7yRhxgM509M5ADlN1p,Oliver Heldens,67qogtRNI0GjUr8PlaG6Zh,Zeds Dead,"{'popularity': 45, 'song_name': 'You Know - Radio Edit', 'release_date': '2015-03-02', 'artists': ['Zeds Dead', 'Oliver Heldens']}",0,0
64,64,4YXycRbyyAE0wozTk7QMEq,Matoma,7jZMxhsB8djyIbYmoiJSTs,Kiana Ledé,"{'popularity': 46, 'song_name': 'Bruised Not Broken (feat. MNEK & Kiana Ledé)', 'release_date': '2019-06-14', 'artists': ['Matoma', 'MNEK', 'Kiana Ledé']}",0,0
65,65,2Mp409M6EpFr3kGdQ1mwjS,Sabina Ddumba,5A0Bu9azuFEnud3q7t0V2r,Petter,"{'popularity': 19, 'song_name': 'Kall vinter (feat. Sabina Ddumba)', 'release_date': '2016-04-01', 'artists': ['Petter', 'Sabina Ddumba']}",0,0
66,66,0nKxW51VOD6px2uMM4ehfF,Inoki,7oMRcCu0OYSCtCyS3P37iC,Afro B,"{'popularity': 8, 'song_name': 'Freestyle 17 06 2004 (feat. Afrob & Tek Money)', 'release_date': '2017-11-17', 'artists': ['Inoki', 'Afro B', 'Tek Money']}",0,0
67,67,039zhJoEkboZ8Ii6K40Fb6,Avelino,6Ip8FS7vWT1uKkJSweANQK,Dave,"{'popularity': 39, 'song_name': 'Cassius Clay (feat. Dave)', 'release_date': '2019-10-24', 'artists': ['Avelino', 'Dave']}",0,0
68,68,6J4e8oWHITp1msfeyZg66B,Randy,7MP4jhYmFEgb0AtiOkw55s,Play-N-Skillz,"{'popularity': 37, 'song_name': 'El Doggy (feat. Ovi & Randy) - Perreo', 'release_date': '2022-03-11', 'artists': ['Play-N-Skillz', 'Guaynaa', 'Ovi', 'Randy']}",1,0
69,69,6Tyzp9KzpiZ04DABQoedps,Little Dragon,6eXZu6O7nAUA5z6vLV8NKI,Little Simz,"{'popularity': 40, 'song_name': 'Pressure', 'release_date': '2019-03-01', 'artists': ['Little Simz', 'Little Dragon']}",0,0
70,70,0YG3fiiee6tHuimu1klAMg,J. Valentine,1ZwdS5xdxEREPySFridCfh,2Pac,"{'popularity': 44, 'song_name': 'When I Get Free', 'release_date': '2001-01-01', 'artists': ['2Pac', 'J. Valentine', 'Cold 187um']}",0,0
71,71,0wNQ7AjdPL8uDAiSKVLXAS,ECHŌWALL,3836OTICMPjhTMMcpPw4EC,Broiler,"{'popularity': 25, 'song_name': '90s', 'release_date': '2022-04-08', 'artists': ['Broiler', 'Jaimes', 'ECHŌWALL']}",0,0
72,72,1W7FNibLa0O0b572tB2w7t,Pink Sweat$,30DhU7BDmF4PH0JVhu8ZRg,Sabrina Claudio,"{'popularity': 45, 'song_name': 'Waiting on You (feat. Sabrina Claudio)', 'release_date': '2022-01-28', 'artists': ['Pink Sweat$', 'Sabrina Claudio']}",0,0
73,73,5dUIQXIt7WeBKpETFZyTFW,Jack Beats,5he5w2lnU9x7JFhnwcekXX,Skrillex,"{'popularity': 22, 'song_name': 'Dirty Vibe (with Diplo, G-Dragon, and CL) - Jack Beats Re-work', 'release_date': '2014-12-15', 'artists': ['Skrillex', 'Jack Beats']}",1,0
74,74,55fhWPvDiMpLnE4ZzNXZyW,Noah Cyrus,5Nf5yishRW9Ye174sJISkg,London On Da Track,"{'popularity': 44, 'song_name': 'fuckyounoah (feat. London On Da Track)', 'release_date': '2019-10-31', 'artists': ['Noah Cyrus', 'London On Da Track']}",0,0
75,75,1bqxdqvUtPWZri43cKHac8,MAX,4vO1cl2ndGrUPSl6IYTHs6,SAINT WKND,"{'popularity': 21, 'song_name': 'Survive (SAINT WKND & MAX)', 'release_date': '2017-09-01', 'artists': ['SAINT WKND', 'MAX']}",1,0
76,76,1v3r802Az10JtIzSPawWzw,Neil deGrasse Tyson,4xRYI6VqpkE3UwrDrAZL8L,Logic,"{'popularity': 46, 'song_name': 'AfricAryaN', 'release_date': '2017-05-05', 'artists': ['Logic', 'Neil deGrasse Tyson']}",0,0
77,77,4yBK75WVCQXej1p04GWqxH,Jeezy,6vXTefBL93Dj5IqAWq6OTv,French Montana,"{'popularity': 32, 'song_name': 'Pick These Hoes Apart (feat. Kodak Black, Jeezy & French Montana)', 'release_date': '2016-08-05', 'artists': ['DJ Khaled', 'Kodak Black', 'Jeezy', 'French Montana']}",0,0
78,78,352VD5fhV8xzAFcmO7lMwg,Robinson,4kBCXTJBl1aY9pDHONsjfr,xxtristanxo,"{'popularity': 53, 'song_name': 'Love Me Back (Fayahh Beat) - Slowed + Reverb', 'release_date': '2022-07-15', 'artists': ['Trinidad Cardona', 'Robinson', 'xxtristanxo', 'Slowed Radio']}",0,0
79,79,3ipn9JLAPI5GUEo4y4jcoi,Ludacris,5y2Xq6xcjJb2jVM54GHK3t,John Legend,"{'popularity': 63, 'song_name': 'Tonight (Best You Ever Had) (feat. Ludacris)', 'release_date': '2012-04-06', 'artists': ['John Legend', 'Ludacris']}",1,0
80,80,21451j1KhjAiaYKflxBjr1,Zion & Lennox,7awyvLSthqOcL5A3hnR1pf,Alex Gargolas,"{'popularity': 57, 'song_name': 'Te Hago el Amor', 'release_date': '2003-12-09', 'artists': ['Alex Gargolas', 'Zion & Lennox']}",0,0
81,81,1pf0MPKfKdvS8J779mS1Ay,Miky Woodz,4q3ewBCX7sLwd24euuV69X,Bad Bunny,"{'popularity': 58, 'song_name': 'Estamos Clear', 'release_date': '2018-05-25', 'artists': ['Miky Woodz', 'Bad Bunny']}",0,0
82,82,16rCzZOMQX7P8Kmn5YKexI,Mahalia,2OaHYHb2XcFPvqL3VsyPzU,Rico Nasty,"{'popularity': 47, 'song_name': 'Jealous (feat. Rico Nasty)', 'release_date': '2021-02-17', 'artists': ['Mahalia', 'Rico Nasty']}",0,0
83,83,32dIorXWwByMPzuPEnhzYg,Benny Montero,5ypEYwWaSgtjBPCPcredFM,Nfasis,"{'popularity': 32, 'song_name': 'Sube un Pie', 'release_date': '2020-10-30', 'artists': ['Nfasis', 'Benny Montero']}",1,0
84,84,1hNaHKp2Za5YdOAG0WnRbc,Tiwa Savage,3ZUn6LYxdmmPYQqBhFWI3h,Iyanya,"{'popularity': 14, 'song_name': 'Somebody (feat. Tiwa Savage)', 'release_date': '2013-06-03', 'artists': ['Iyanya', 'Tiwa Savage']}",1,0
85,85,2WBJQGf1bT1kxuoqziH5g4,Purple Disco Machine,3AA28KZvwAUcZuOKwyblJQ,Gorillaz,"{'popularity': 51, 'song_name': 'Andromeda (feat. DRAM) - Purple Disco Machine Remix', 'release_date': '2017-04-21', 'artists': ['Gorillaz', 'DRAM', 'Purple Disco Machine']}",0,0
86,86,1W3FSF1BLpY3hlVIgvenLz,The-Dream,5ZS223C6JyBfXasXxrRqOk,Jhené Aiko,"{'popularity': 46, 'song_name': 'Wee Hours (feat. Jhené Aiko)', 'release_date': '2020-04-17', 'artists': ['The-Dream', 'Jhené Aiko']}",0,0
87,87,61cWdyKTX6byZgAhdCnAek,MATTN vs Regi,73jBynjsVtofjRpdpRAJGk,Dimitri Vegas & Like Mike,"{'popularity': 60, 'song_name': 'Tremor - Sensation 2014 Anthem', 'release_date': '2014-07-01', 'artists': ['Dimitri Vegas & Like Mike', 'Martin Garrix']}",1,0
88,88,4MHssKddnziCghmwBHRiEY,Alle,4Ws2otunReOa6BbwxxpCt6,Benny Benassi,"{'popularity': 38, 'song_name': 'Celebration (Benny Benassi Remix Edit) - 2022 Remaster', 'release_date': '2022-08-19', 'artists': ['Madonna', 'Alle Benassi', 'Benny Benassi']}",0,0
89,89,1chvP2tQALjeK6HckEhire,3SCAPE DRM,2qxJFvFYMEDqd7ui6kSAcq,Zedd,"{'popularity': 27, 'song_name': 'Inside Out (feat. Griff) - 3SCAPE DRM Remix', 'release_date': '2020-12-22', 'artists': ['Zedd', 'Griff', '3SCAPE DRM']}",0,0
90,90,4upwdFMlZBmQ68jP9jPzjK,Gemitaiz,6jQZzWW3JlEtcRDSzFVKSP,Nitro,"{'popularity': 52, 'song_name': 'RAP SHIT (feat. thasup & Gemitaiz) - prod. STABBER', 'release_date': '2020-03-06', 'artists': ['Nitro', 'thasup', 'Gemitaiz']}",0,0
91,91,4Ws2otunReOa6BbwxxpCt6,Benny Benassi,7HiP69UJp8p2pKxnRaPqYF,Dhany,"{'popularity': 17, 'song_name': 'Leave This Club Alone', 'release_date': '2011-06-07', 'artists': ['Benny Benassi', 'Dhany']}",0,0
92,92,4ADdzb8h9qQTE8XPmSxY8r,Poncho,5MO2kbaGGA2a8kL4c9qqHq,Paul Oakenfold,"{'popularity': 20, 'song_name': 'Please Me - Original Mix', 'release_date': '2012-10-05', 'artists': ['Poncho', 'Paul Oakenfold', 'Maxi Trusso']}",0,0
